UserID,MovieID,Rating
336,3699,4.3912287
336,198,4.1756763
336,1097,4.567344
336,442,4.329547
336,541,3.973199
336,2011,4.4212275
336,1301,3.4951277
336,66,4.056543
336,2450,3.8434901
336,2641,4.4553847
336,3660,4.0218616
336,2038,3.88136
336,1862,4.385708
336,338,4.056543
340,914,3.9193158
340,608,3.8338075
340,3552,3.4053354
340,1673,3.721992
340,1291,3.4129658
340,1517,3.4053354
340,3608,3.4053354
340,1617,3.6950302
340,1035,3.7859426
340,1945,3.5346155
340,969,4.0827856
340,2791,3.4053354
340,3213,3.6252604
340,1207,3.721992
340,1219,3.2387905
340,2644,2.9950013
340,941,3.7629104
340,3028,3.4053354
340,2664,3.0336285
340,2379,3.4053354
340,1086,3.9610019
340,2636,2.9950013
366,914,4.363057
366,2018,4.0690017
366,1962,4.218339
366,3654,4.153542
366,1124,4.218339
366,3095,4.218339
366,2728,4.218339
366,1304,4.196546
366,2951,4.0811143
366,2947,3.9692607
366,968,3.781332
366,2013,4.0452156
366,1947,4.363057
366,3408,4.218339
366,2324,4.096114
366,349,4.0084333
366,1271,4.218339
366,3100,4.218339
366,902,4.087296
366,3198,4.218339
366,356,4.2723575
366,2871,4.3525696
366,2105,4.0971656
366,1019,3.8624153
366,1214,4.2300367
366,3526,4.096114
366,2948,3.9692607
366,2115,4.0452156
366,1544,3.9672909
366,1674,4.3951974
366,1027,4.218339
366,1387,3.995864
366,3244,4.0333934
366,1945,4.118276
366,1276,4.096114
366,3066,4.247472
366,969,4.687346
366,904,4.4047427
366,2991,3.9692607
366,3033,3.9546504
366,1282,4.2099357
366,899,4.363057
366,3296,4.218339
366,3181,4.218339
366,3508,4.013716
366,3204,4.079669
366,3076,3.865353
366,2524,3.9872231
366,2520,4.218339
366,1334,3.781332
366,3167,4.218339
366,2530,3.8130422
411,914,3.5912137
411,2797,3.189909
411,1259,3.543231
411,1784,3.3242702
411,1198,3.0214248
411,1304,3.3741288
411,2947,2.8813317
411,150,3.4464955
411,36,3.4464955
411,3536,3.26155
411,1947,3.5912137
411,34,3.6106849
411,2916,2.911187
411,480,2.9031105
411,3510,3.5185905
411,1089,3.4153361
411,3408,3.4464955
411,349,2.8422484
411,1961,3.4464955
411,597,3.26155
411,1271,3.4464955
411,2080,3.5155616
411,902,3.315453
411,1380,3.247816
411,3591,3.3242702
411,440,3.26155
411,1080,2.9963794
411,2640,2.9031105
411,2686,3.5198283
411,2871,3.5807261
411,2770,2.9963794
411,3699,3.0465884
411,3927,2.6165276
411,2989,2.8813317
411,1197,3.3770509
411,527,3.7269335
411,3257,2.3943753
411,2599,2.9963794
411,3388,2.9963794
411,3039,2.9963794
411,2671,3.26155
411,3624,2.8813317
411,2311,3.124343
411,920,3.756021
411,3101,3.3078256
411,252,3.26155
411,2683,2.9963794
411,916,3.26155
411,1954,3.0045772
411,1036,3.104518
411,2792,2.9963794
411,2406,3.3770509
411,3168,3.2960148
411,1231,3.4464955
411,1235,2.9963794
411,838,3.2755804
411,2424,3.26155
411,1949,3.4464955
411,1172,3.2755804
411,3788,3.5198283
411,2418,2.9963794
411,969,4.0253983
411,1081,3.3209705
411,141,2.9963794
411,2340,3.1992335
411,531,3.3960114
411,224,3.2755804
411,1014,3.6106849
411,647,3.7269335
411,1266,3.3592653
411,367,2.811214
411,1207,3.4464955
411,2710,2.5350022
411,307,3.4464955
411,1960,3.7269335
411,509,3.315453
411,1088,3.5912137
411,3504,3.3242702
411,1258,2.5350022
411,2734,3.4464955
411,3185,3.4464955
411,1951,3.4578404
411,2583,3.5117006
411,2079,3.3960114
411,3088,2.9963794
411,207,3.315453
411,2390,2.9963794
411,2439,3.4464955
411,986,2.6702108
411,3827,2.605339
411,3825,3.4464955
411,858,3.6204681
411,900,3.5912137
411,345,3.3242702
411,907,3.247816
411,3197,2.8813317
411,2313,3.4464955
411,3357,3.315453
411,1186,3.4464955
411,272,3.4464955
411,3720,3.4464955
411,1727,3.4464955
411,3163,3.4464955
411,314,3.4464955
411,2926,3.3242702
411,2071,3.4464955
411,162,3.5261292
411,3831,2.9963794
411,2247,2.9963794
411,2752,2.7479367
411,613,3.315453
411,2585,3.315453
411,1017,2.6702108
411,2409,3.0045772
411,3104,2.7610245
411,2730,3.4464955
411,3326,3.0125813
411,3129,3.3242702
411,2736,2.9963794
411,237,3.26155
411,1277,3.2140493
411,3103,3.315453
411,943,3.315453
411,1496,3.315453
411,3506,3.3242702
411,3604,3.4578404
411,3912,3.3242702
442,914,3.9076777
442,2762,3.6242895
442,1962,3.892386
442,590,3.8541365
442,1953,3.76195
442,3095,3.892386
442,1784,3.9782267
442,1246,3.892386
442,260,4.0390844
442,1198,3.7110734
442,150,3.892386
442,318,3.892386
442,34,3.86544
442,2023,4.184271
442,1089,4.181752
442,1196,4.312193
442,902,3.7213383
442,1371,3.2708116
442,2405,3.866078
442,2108,3.578014
442,356,4.366082
442,1665,3.7256446
442,1610,3.4722185
442,222,3.7213383
442,2078,3.8513803
442,3108,3.8268018
442,919,4.1053653
442,3948,3.7256446
442,2599,3.7256446
442,111,3.864242
442,3917,3.0335293
442,3052,3.7256446
442,1060,3.9782267
442,1394,3.7256446
442,2795,3.7256446
442,110,4.2560997
442,3793,3.2020311
442,2804,3.9782267
442,1375,3.2708116
442,3175,3.9276228
442,3450,3.7256446
442,3254,3.7256446
442,628,3.864242
442,1302,3.892386
442,916,3.578014
442,3040,3.7256446
442,1299,4.179859
442,1035,3.774304
442,3481,3.7256446
442,708,3.578014
442,2478,3.728279
442,969,3.8914433
442,2985,3.1827126
442,1895,3.8268018
442,3578,3.6834807
442,185,3.137868
442,2297,3.7213383
442,1283,4.1481547
442,1797,4.0810776
442,2021,3.3911085
442,2088,2.774549
442,372,3.9782267
442,1205,3.482615
442,1250,4.179859
442,671,3.591784
442,3267,3.4722185
442,471,3.578014
442,2924,2.782848
442,344,3.7256446
442,3285,3.4515004
442,784,3.7256446
442,574,3.9782267
442,3210,3.7256446
442,58,3.7213383
442,697,3.7213383
442,3317,3.9782267
442,1594,3.892386
442,3668,3.7213383
442,420,2.782848
442,2060,3.7256446
442,216,3.7256446
442,2383,3.7256446
442,3037,4.174544
442,2146,3.7213383
442,2025,3.7213383
549,914,3.956046
549,2312,3.969543
549,1370,3.5565596
549,1090,4.4183974
549,1246,3.969543
549,260,3.9265947
549,1198,3.655046
549,3105,3.969543
549,3600,3.6858025
549,3252,3.969543
549,1358,3.8834224
549,1500,3.7579236
549,1148,4.111759
549,2890,4.4183974
549,2628,3.9265947
549,1256,3.8265715
549,1269,4.5562196
549,1196,4.2207146
549,1371,3.4160438
549,913,4.676708
549,351,3.701459
549,2431,3.8836246
549,1136,3.6003017
549,2393,3.1930008
549,3198,3.969543
549,1193,3.969543
549,3785,3.4368134
549,2094,3.4160438
549,2871,4.112565
549,1466,4.179066
549,2841,3.672658
549,1619,4.4183974
549,2391,4.1681404
549,1810,3.969543
549,3527,3.6397843
549,750,4.7094254
549,1374,3.4160438
549,1019,3.4554038
549,924,4.406967
549,2989,3.40247
549,3108,3.701459
549,412,3.969543
549,2253,2.5054188
549,1032,3.8029246
549,2948,3.40247
549,3257,2.8725128
549,3948,3.6003017
549,1772,3.9289322
549,2160,3.3111734
549,2860,3.6003017
549,3273,3.0316114
549,2115,3.655046
549,3868,3.6003017
549,736,3.1165276
549,230,3.8834224
549,3039,3.6003017
549,1438,3.5565596
549,2671,3.6263824
549,3624,3.40247
549,1882,3.1930008
549,1479,3.3285103
549,2376,3.40247
549,1732,3.963798
549,1249,3.672658
549,1845,3.4123425
549,1009,3.4193492
549,2176,3.672658
549,2410,3.6052618
549,296,4.179066
549,2009,3.176175
549,2395,3.6003017
549,468,3.6263824
549,3793,3.1930008
549,1387,3.5209079
549,1003,3.8834224
549,3152,3.969543
549,454,3.8834224
549,3249,3.672658
549,3689,3.6003017
549,2528,3.4160438
549,3331,3.969543
549,628,3.8834224
549,2463,3.6003017
549,3468,3.969543
549,912,4.1581
549,353,3.3285103
549,2792,3.6003017
549,2870,3.6003017
549,2070,3.969543
549,316,3.4160438
549,903,3.9977317
549,3358,3.6263824
549,3481,3.6003017
549,441,3.6003017
549,708,3.6263824
549,1103,3.969543
549,2420,3.969543
549,3952,3.8834224
549,1603,3.176175
549,969,4.3288765
549,1081,3.6858025
549,555,4.1668043
549,2985,3.1876721
549,2791,3.6003017
549,1059,3.7065334
549,610,3.5278215
549,3386,4.2452273
549,2054,2.9317632
549,2150,3.6003017
549,905,3.6003017
549,339,3.6263824
549,933,3.722373
549,1677,3.6003017
549,2134,3.6003017
549,3213,3.6619906
549,1597,3.5190854
549,355,3.2610698
549,2021,3.4294157
549,2761,3.6619906
549,3616,3.6263824
549,2088,2.8128562
549,880,3.176175
549,1729,4.179066
549,1748,4.0021625
549,2710,3.0673838
549,3565,3.8836246
549,661,3.8029246
549,3033,3.5000987
549,1587,3.655046
549,2867,3.4368134
549,2034,3.881772
549,2116,3.3478284
549,105,3.7065334
549,2485,3.6263824
549,1407,3.3111734
549,1952,3.969543
549,1094,4.1581
549,3524,3.6263824
549,1015,3.2800527
549,1919,3.2610698
549,3710,2.805737
549,471,3.6263824
549,2453,3.5504894
549,277,3.969543
549,3825,3.969543
549,2027,3.7579236
549,1023,3.6619906
549,1562,2.9703236
549,329,3.4160438
549,288,3.5565596
549,3534,3.6003017
549,1682,3.969543
549,1339,3.5675845
549,2615,3.5291033
549,3708,3.3111734
549,1030,3.395544
549,2429,2.641114
549,1254,3.9135146
549,1352,4.1681404
549,2329,3.969543
549,373,3.672658
549,3766,3.059567
549,2112,4.179066
549,1186,3.969543
549,1834,3.8834224
549,1624,3.969543
549,996,2.896018
549,1836,3.969543
549,3395,3.6003017
549,2719,3.3111734
549,3102,3.672658
549,1833,3.084012
549,786,3.5565596
549,3584,2.8725128
549,1228,3.969543
549,45,3.8836246
549,2110,3.8642988
549,3798,3.672658
549,1409,3.6263824
549,2178,3.672658
549,2639,3.969543
549,2247,3.6003017
549,3770,3.482892
549,1392,3.8836246
549,805,3.969543
549,1835,3.564066
549,2413,3.5118046
549,1125,3.6003017
549,1542,3.701459
549,1680,3.7065334
549,436,3.8834224
549,2335,3.6003017
549,2147,3.969543
549,2456,3.1060104
549,2208,4.359501
549,3186,3.969543
549,3360,3.969543
549,1482,3.8836246
549,1445,3.8265715
549,2736,3.6003017
549,2102,3.8997488
549,46,3.7065334
549,1840,3.969543
549,704,3.655046
549,1825,3.6052618
549,1762,2.957363
549,2206,3.9977317
549,3403,3.8834224
549,1051,3.969543
549,3385,3.6003017
549,3690,3.6003017
549,424,3.969543
549,271,3.969543
549,2859,4.3370037
549,427,3.6520004
549,3760,3.6003017
549,3550,3.0673838
549,2073,3.6003017
549,2227,3.672658
549,1817,3.701459
549,1867,3.655046
549,3491,3.6003017
549,1167,3.6003017
549,3870,3.969543
549,2177,3.4123425
549,3557,3.672658
549,3728,3.672658
549,3734,3.969543
549,1068,4.5846887
549,540,3.672658
556,914,3.8963661
556,1270,3.482551
556,1968,3.5523639
556,1198,3.4374352
556,1304,3.812817
556,2138,3.3473272
556,1196,3.7682915
556,2090,3.689457
556,2405,3.7795
556,2108,3.6538482
556,1307,3.6538482
556,2047,3.0484724
556,2105,3.4730287
556,2046,2.4772453
556,2141,3.701016
556,3526,3.5523639
556,1373,3.3761148
556,1372,3.3761148
556,1375,3.3761148
556,1294,3.8540378
556,916,3.6538482
556,1036,3.5775218
556,969,3.8629222
556,2469,3.6538482
556,2791,3.406837
556,1356,3.3761148
556,3638,2.9640834
556,2369,3.6538482
556,2054,2.843113
556,3877,2.984223
556,1848,3.535315
556,1088,3.8963661
556,2116,3.1010437
556,1460,2.9649553
556,2048,3.689457
556,2899,2.9531133
556,1011,2.687615
556,2949,3.3543353
556,3097,3.6538482
556,1078,3.8540378
556,1226,3.6538482
556,3705,3.0571494
556,2041,2.2699265
556,616,3.689457
556,262,3.7883096
556,1024,3.830391
635,914,4.6154084
635,1090,4.6751995
635,3176,4.23981
635,1884,4.3484654
635,1947,4.6154084
635,3916,4.4706903
635,2080,4.539757
635,3198,4.4706903
635,3160,4.4706903
635,1732,3.9728718
635,296,4.332625
635,3751,4.405824
635,1243,4.3484654
635,350,4.23981
635,2875,3.9623122
635,300,4.4706903
635,1660,4.4706903
635,3062,4.3678904
635,1208,4.6751995
635,1949,4.4706903
635,1946,4.339648
635,3504,4.3484654
635,1185,4.4706903
635,858,4.450359
635,1834,4.542785
635,1300,4.4706903
635,1244,4.299775
635,898,4.2857447
635,3163,4.4706903
635,3364,4.435387
635,2971,4.482035
635,3089,4.4706903
635,2988,4.4706903
635,1187,4.4706903
635,947,4.1177044
749,914,3.618588
749,2762,3.3351998
749,1370,3.3835173
749,593,3.5459647
749,2728,3.4738698
749,260,3.4128294
749,2028,3.4991422
749,608,3.7146692
749,2916,3.227458
749,2890,3.6735826
749,3869,3.1208844
749,2087,3.3817081
749,356,3.6077523
749,3755,3.2686
749,1080,3.1208844
749,1193,3.4738698
749,1641,3.1208844
749,2640,3.243001
749,1673,3.4738698
749,1428,3.4738698
749,2346,2.8441596
749,2455,3.042553
749,1408,3.4418182
749,1234,3.4204655
749,3421,3.1208844
749,2717,3.175476
749,1772,3.2157311
749,1350,3.0039263
749,2527,2.9001698
749,1097,3.630826
749,1347,3.0039263
749,370,3.1208844
749,1252,3.6066384
749,1586,3.4991422
749,926,3.4738698
749,912,3.648929
749,1954,3.2473903
749,1272,3.6735826
749,2423,3.1208844
749,1721,3.3428273
749,1245,3.4738698
749,1945,3.4319139
749,1103,3.4738698
749,1276,3.351645
749,3578,3.2473903
749,2011,3.2148175
749,610,3.0286226
749,3386,3.410049
749,1972,3.0039263
749,1977,3.0039263
749,1222,3.4991422
749,2605,3.4427109
749,521,3.4427109
749,1247,3.3428273
749,1250,3.6735826
749,1625,3.660274
749,1952,3.4738698
749,3730,3.410049
749,2347,3.2294278
749,931,3.307292
749,3534,3.1208844
749,293,3.4170566
749,2378,3.1208844
749,2941,3.247013
749,6,3.1807857
749,1194,3.1208844
749,950,3.4533339
749,3203,3.3351998
749,1461,3.1208844
749,1812,3.6380591
749,2654,3.0039263
749,1799,3.4319139
749,1971,3.0039263
749,1083,3.3483448
749,3871,3.3481998
749,1034,3.3516245
749,2782,3.0039263
749,2787,3.0039263
749,2903,3.1639123
749,2866,3.4738698
749,2231,3.4319139
749,3918,3.0039263
749,1388,3.2560306
749,2551,3.5459647
749,2902,3.1639123
749,695,3.660274
749,3938,3.0039263
749,2204,3.3351998
749,3036,3.5380273
749,2098,2.9236119
749,3832,3.0039263
749,3714,3.4738698
802,914,4.2004366
802,2797,3.7991319
802,3654,4.1798344
802,165,3.836986
802,1378,3.964293
802,2571,3.891777
802,480,3.6964698
802,1274,4.052483
802,1777,3.8707728
802,1292,3.7178226
802,2407,3.7444892
802,364,4.0473156
802,1573,3.891777
802,2393,3.5825124
802,2111,3.7178226
802,356,4.2898173
802,1783,4.1056023
802,2278,3.7626338
802,70,3.5493946
802,1911,3.7178226
802,3527,3.891777
802,2455,3.5538912
802,2989,3.6828961
802,1197,3.9853373
802,3108,3.8848028
802,2248,3.8848028
802,2291,3.9246755
802,2001,3.9384503
802,1234,4.0023146
802,3421,3.7178226
802,198,3.4618797
802,736,3.5644083
802,248,3.7178226
802,2003,3.6812038
802,2371,3.7178226
802,1732,3.9790115
802,2140,3.8773246
802,39,3.8707728
802,3763,3.7626338
802,1003,4.1278133
802,2463,3.7178226
802,1302,4.0870643
802,11,3.8848028
802,3244,3.8707728
802,903,4.242122
802,2133,3.5661879
802,2735,3.4935923
802,3481,3.7178226
802,2420,4.0870643
802,3441,3.5074477
802,1297,3.7178226
802,2245,4.001146
802,1376,3.6964698
802,785,3.7178226
802,1092,4.242122
802,2985,3.4618797
802,2340,3.8084564
802,2763,3.836986
802,1645,3.7263174
802,2134,3.7178226
802,3396,3.5054603
802,2021,3.5988736
802,89,3.836986
802,2154,3.9246755
802,1729,4.1942797
802,1894,3.3948984
802,1298,3.9568734
802,1587,3.7802176
802,1247,3.9246755
802,1250,4.3073807
802,1286,3.9246755
802,1916,3.8329859
802,2375,3.7178226
802,1769,3.836986
802,2542,3.8795118
802,1405,4.1509914
802,1909,3.6944656
802,1100,3.777287
802,293,4.190602
802,1459,4.242122
802,2112,4.1942797
802,852,3.8707728
802,1620,4.200905
802,837,3.5054603
802,2378,3.7178226
802,3342,4.3073807
802,849,3.6809268
802,1866,3.2536173
802,3770,3.7272825
802,2261,3.7178226
802,2252,4.001146
802,2232,3.421225
802,2764,4.200905
802,3937,3.421225
802,3501,3.8707728
802,3007,4.208599
802,2474,4.0870643
802,3519,3.5074477
802,2517,3.5152645
802,3760,3.7178226
802,1666,3.8084564
824,914,3.6367207
824,590,3.6901078
824,593,3.5640974
824,457,2.9546847
824,260,3.4942055
824,968,2.3443942
824,2013,3.129682
824,2571,2.9886386
824,480,2.757854
824,3148,3.7083993
824,3246,3.7083993
824,3114,3.775845
824,1961,3.7083993
824,1196,3.933568
824,2716,2.8759594
824,913,4.474075
824,2470,2.6662312
824,1127,2.8081193
824,2871,3.8514214
824,2355,3.775845
824,750,4.506792
824,2194,4.184002
824,1291,3.129682
824,2746,3.113544
824,1252,3.9518795
824,296,3.9408245
824,1674,3.8140469
824,3471,3.645113
824,1225,3.7083993
824,1387,3.0773358
824,2109,3.1791806
824,1294,3.5072465
824,3068,3.7083993
824,13,3.3426657
824,933,3.403048
824,3362,4.083966
824,509,3.4453897
824,2366,3.021297
824,1221,4.184002
824,1250,4.1572533
824,3545,3.6906466
824,2300,3.3664775
824,1320,3.5037007
824,3253,3.1791806
824,3783,3.9408245
824,3683,4.343876
824,720,4.5018625
824,2677,4.0758595
824,898,3.3070574
824,3384,2.7299566
824,923,3.7083993
824,2971,3.5033474
824,3089,3.7083993
824,3819,3.1791806
824,3090,3.7083993
824,3429,3.8506155
824,3551,3.3533325
824,1034,3.4629807
824,3360,3.7083993
824,1277,3.2707362
824,2344,3.4241672
824,1082,3.7083993
855,914,3.6303797
855,1545,3.5304165
855,2762,3.3469915
855,1962,3.5304165
855,1246,3.5304165
855,515,3.5304165
855,377,2.9778326
855,1912,3.6624932
855,1704,3.5304165
855,1719,3.5304165
855,3105,3.5304165
855,1,3.7267036
855,2966,3.5304165
855,2100,3.1686215
855,589,3.3388948
855,562,3.5733395
855,1500,3.4322572
855,1089,3.7693033
855,2324,3.5733395
855,2080,3.554728
855,2081,3.554728
855,2302,3.2900162
855,902,3.3593688
855,1292,3.2900162
855,2693,3.6686287
855,539,3.300716
855,104,3.2900162
855,3255,3.5733395
855,333,3.2900162
855,3552,3.2900162
855,356,3.8799748
855,3897,3.5733395
855,1641,3.2900162
855,1673,3.5304165
855,1396,3.3824334
855,2248,3.3911738
855,919,3.9017262
855,412,3.5304165
855,1032,3.4772587
855,527,3.7674103
855,3421,3.2900162
855,1097,3.6426177
855,223,3.2900162
855,1347,2.716706
855,330,3.111147
855,2348,3.5304165
855,3917,2.716706
855,1206,3.4577842
855,2395,3.2900162
855,1394,3.2900162
855,1057,3.2869825
855,1663,3.2900162
855,2804,3.5733395
855,2137,3.3363247
855,1644,2.6809335
855,846,3.5304165
855,1617,3.821653
855,3168,3.1330986
855,1584,3.5635567
855,2735,2.837285
855,543,3.3967066
855,1288,3.7896924
855,1103,3.5304165
855,1923,3.2900162
855,2883,3.2900162
855,185,2.8279417
855,2706,3.2900162
855,587,3.3967066
855,1414,3.2900162
855,3261,3.3911738
855,346,3.259163
855,1219,2.9604955
855,953,3.5304165
855,2710,2.716706
855,3752,3.2900162
855,3835,3.3469915
855,3504,3.5733395
855,1101,3.0720024
855,1625,3.6720657
855,2583,3.484572
855,1958,3.5733395
855,2336,3.5304165
855,417,3.300716
855,514,3.2900162
855,1079,3.2900162
855,1605,2.7731996
855,3618,3.2900162
855,3071,3.5304165
855,2572,3.300716
855,1078,3.5009055
855,849,3.0983114
855,574,3.5733395
855,663,3.2900162
855,3723,3.5304165
855,950,3.484572
855,1902,3.3593688
855,3144,3.300716
855,2124,3.2900162
855,2264,3.5304165
855,2296,3.2900162
855,984,3.5733395
855,3182,3.6686287
855,804,3.300716
855,1970,2.716706
855,1484,3.484572
855,101,3.2900162
855,2900,2.755333
855,237,3.300716
855,2263,3.3469915
855,577,2.916438
855,261,3.5304165
855,988,3.5733395
855,616,3.3363247
855,662,3.3469915
855,2271,3.5304165
855,540,3.3469915
855,1922,3.5304165
855,187,3.2900162
855,710,3.2900162
855,3714,3.5304165
855,2552,3.2900162
855,603,3.2900162
855,3669,3.2900162
855,2894,3.3593688
855,863,3.2900162
855,3514,3.5304165
899,914,3.7217808
899,1580,3.39535
899,1304,3.4856377
899,2289,3.587082
899,1095,3.6729999
899,1688,3.5686598
899,589,3.2034526
899,2571,3.2034526
899,1500,3.5236583
899,3408,3.6729999
899,2324,3.587082
899,2497,3.329801
899,597,3.392117
899,1136,3.2822714
899,1441,3.392117
899,1080,3.2822714
899,1210,3.521222
899,2396,3.392117
899,2268,3.8398633
899,750,4.317954
899,1374,2.9931865
899,3699,3.2527995
899,919,4.1446085
899,223,3.2822714
899,2671,3.392117
899,296,3.8398633
899,468,3.392117
899,1073,3.7049155
899,1179,3.5372143
899,2915,3.2822714
899,300,3.6729999
899,901,3.4515376
899,551,3.7448158
899,2997,3.2822714
899,11,3.4061475
899,1885,3.587082
899,441,3.2822714
899,529,3.6729999
899,232,3.587082
899,969,4.042343
899,3386,3.8678584
899,587,3.4881082
899,3528,3.4460201
899,3261,3.4061475
899,1873,3.6729999
899,509,3.4460201
899,1247,3.4460201
899,3088,3.2822714
899,105,3.4460201
899,945,3.3783836
899,3097,3.392117
899,930,4.2281747
899,927,3.2822714
899,2941,3.350206
899,1416,3.326138
899,1735,3.4460201
899,2316,3.4460201
899,426,2.2726889
899,3873,3.2750425
899,1020,3.2822714
899,249,3.4460201
899,2146,3.4460201
899,3713,3.6729999
899,28,3.329801
899,956,3.4460201
931,914,4.272278
931,457,4.3325768
931,908,4.2497444
931,2396,4.0375314
931,1252,4.051244
931,39,4.0375314
931,1674,4.17698
931,1387,4.2050905
931,3152,3.9887352
931,1029,4.1191564
931,2919,3.949655
931,969,4.31972
931,1081,4.002034
931,1944,4.093592
931,1242,4.192786
931,3545,4.03519
931,2130,3.9685392
931,3307,3.9566445
931,1094,4.093592
931,931,4.014514
931,1244,3.9566445
931,3061,4.002034
931,2565,4.1389046
931,3022,4.015074
931,940,4.2544427
931,3649,3.9887352
931,3871,3.9888272
931,943,3.949655
931,2937,4.015074
931,3199,3.9288802
931,84,4.0053344
948,914,4.0826936
948,2018,3.788638
948,2797,3.6813889
948,1028,3.9505439
948,1690,2.910132
948,1370,3.5758977
948,593,4.0100703
948,2728,3.9379754
948,648,3.069726
948,3702,3.0767188
948,150,3.9379754
948,908,4.0100703
948,1653,3.566527
948,589,3.5847564
948,24,3.957961
948,3510,4.0100703
948,2890,4.2570753
948,2087,3.8458138
948,902,3.806933
948,1136,3.4912753
948,3255,3.8157506
948,3113,3.5758977
948,750,4.6216974
948,919,4.5055213
948,2194,4.283824
948,2746,3.5017138
948,1747,3.8157506
948,1249,3.7993054
948,1674,4.1148334
948,303,2.912085
948,3450,3.4912753
948,1036,3.5758977
948,1085,3.7874951
948,3397,3.186123
948,3159,3.929572
948,2132,3.9379754
948,1272,4.2570753
948,903,4.1243796
948,1299,4.2570753
948,1584,3.957961
948,2424,3.7530298
948,3788,4.0726604
948,3035,3.8996615
948,748,3.5847564
948,3555,3.5758977
948,904,4.1243796
948,1948,3.4912753
948,2262,3.7670603
948,3099,3.7530298
948,3213,3.788638
